id;time;created_at;from_user_name;tekst;filter_level;possibly_sensitive;truncated;retweet_count;favorite_count;lang;to_user_name;in_reply_to_status_id;quoted_status_id;source;location;lat;lng;from_user_id;from_user_realname;from_user_verified;from_user_description;from_user_url;from_user_profile_image_url;from_user_utcoffset;from_user_timezone;from_user_lang;from_user_tweetcount;from_user_followercount;from_user_friendcount;from_user_favourites_count;from_user_listed;from_user_created_at;hashtags;neg;neu;pos;compound;Label
847.126.857.828.979.000,00;1.490.805.756;29-3-2017, 16:42:36;ZachTMulcahy;Congrats UK! #Brexit;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Winterhold , Skyrim;;;1.438.502.760;Mulcahybaronofurga;0;Pro monarchism, and right wing anti-capitalism #blogger I prefer distributism and a bit of autarky. #Crx #nrx #anticap #anticom #monarchy;https://darkagenewsnetwork.wordpress.com/;http://pbs.twimg.com/profile_images/726346464549462016/J8QxftP1_normal.jpg;-10.800;Atlantic Time (Canada);en;16.910;3.144;3.517;12.963;150;18-5-2013, 14:22:47;Brexit;0;0,351;0,649;0,5707;euphoric language
847.128.409.025.270.000,00;1.490.806.126;29-3-2017, 16:48:46;MrBenPen;@Nigel_Farage A wonderful moment for Great Britain. Congratulations! Huge opportunity. Rule Britannia! #brexit #brexitday #IndependenceDay;low;;0;0;0;en;Nigel_Farage;847.052.923.758.629.000,00;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";USA! USA! USA!;;;2.604.170.598,00;Deplorable Ben;0;Courage is life's only measure;http://www.tiptoptrump.com;http://pbs.twimg.com/profile_images/798054791465275396/gphnSmpT_normal.jpg;-18.000;Central Time (US & Canada);en;21.388;264;65;1.223;45;4-7-2014, 21:59:02;"brexit; brexitday; IndependenceDay";0;0,341;0,659;0,9544;euphoric language
847.128.409.025.270.000,00;1.490.806.126;29-3-2017, 16:48:46;MrBenPen;@Nigel_Farage A wonderful moment for Great Britain. Congratulations! Huge opportunity. Rule Britannia! #brexit #brexitday #IndependenceDay;low;;0;0;0;en;Nigel_Farage;847.052.923.758.629.000,00;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";USA! USA! USA!;;;2.604.170.598,00;Deplorable Ben;0;Courage is life's only measure;http://www.tiptoptrump.com;http://pbs.twimg.com/profile_images/798054791465275396/gphnSmpT_normal.jpg;-18.000;Central Time (US & Canada);en;21.388;264;65;1.223;45;4-7-2014, 21:59:02;"brexit; brexitday; IndependenceDay";0;0,341;0,659;0,9544;euphoric language
847.132.926.332.539.000,00;1.490.807.203;29-3-2017, 17:06:43;TeflonGeek;petty, petty, petty #Brexit #article50 https://t.co/94WiEAmc5B;low;0;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Breukelen, Englewood Cliffs NJ;;;1.131.634.638;Javier E. David;1;@CNBC editor working like Kobe just to shine like Russell. Chocolate Boy Wonder, Hip-hop and Nickelback. Beat Kobayashi Maru twice. #beardgang #Steelers #blerd;http://www.cnbc.com/id/49183348;http://pbs.twimg.com/profile_images/839930164670787584/SjBibn-b_normal.jpg;-14.400;Eastern Time (US & Canada);en;12.382;1.756;1.023;12.719;103;29-1-2013, 17:26:07;"Brexit; article50";0,643;0,357;0;-0,5267;euphoric language
847.133.155.454.833.000,00;1.490.807.257;29-3-2017, 17:07:37;Bartimus3427;Happy #brexit day!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;281.975.070;Bryan Bart;0;MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 🇺🇸🇺🇸🇺🇸;;http://pbs.twimg.com/profile_images/788139941624631297/W54ulhho_normal.jpg;;;en;2.742;201;608;3.397;0;14-4-2011, 10:19:37;brexit;0;0,334;0,666;0,6114;euphoric language
847.133.155.454.833.000,00;1.490.807.257;29-3-2017, 17:07:37;Bartimus3427;Happy #brexit day!;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;281.975.070;Bryan Bart;0;MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 🇺🇸🇺🇸🇺🇸;;http://pbs.twimg.com/profile_images/788139941624631297/W54ulhho_normal.jpg;;;en;2.742;201;608;3.397;0;14-4-2011, 10:19:37;brexit;0;0,334;0,666;0,6114;euphoric language
847.135.032.435.261.000,00;1.490.807.705;29-3-2017, 17:15:05;Logicsrock;Brilliant! https://t.co/adklGOFSVr #Brexit;low;0;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Edinburgh, Scotland;;;1.438.020.408;Roddy Macdonald;0;Na sir 's na seachainn an cath - Neither seek nor shun the fight.;http://logicsrock.blogspot.co.uk/;http://pbs.twimg.com/profile_images/615631270178103296/LjsSLKr1_normal.jpg;3.600;Edinburgh;en;2.023;1.395;1.109;8.209;12;18-5-2013, 10:42:23;Brexit;0;0,328;0,672;0,6239;euphoric language
847.135.032.435.261.000,00;1.490.807.705;29-3-2017, 17:15:05;Logicsrock;Brilliant! https://t.co/adklGOFSVr #Brexit;low;0;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Edinburgh, Scotland;;;1.438.020.408;Roddy Macdonald;0;Na sir 's na seachainn an cath - Neither seek nor shun the fight.;http://logicsrock.blogspot.co.uk/;http://pbs.twimg.com/profile_images/615631270178103296/LjsSLKr1_normal.jpg;3.600;Edinburgh;en;2.023;1.395;1.109;8.209;12;18-5-2013, 10:42:23;Brexit;0;0,328;0,672;0,6239;euphoric language
847.136.375.975.690.000,00;1.490.808.025;29-3-2017, 17:20:25;ExMrsSallah;Happy #Brexit you awesome Dudes!! https://t.co/X8FgQBBC2k;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";tinsel town USA;;;727.754.795.700.896.000,00;Jeune;0;Hunt him down, strip him and bring him to my tent. He'll thank you.;;http://pbs.twimg.com/profile_images/844651786271109120/budzqu_r_normal.jpg;;;en;22.610;1.529;1.599;10.299;13;4-5-2016, 07:00:39;Brexit;0;0,323;0,677;0,855;euphoric language
847.136.375.975.690.000,00;1.490.808.025;29-3-2017, 17:20:25;ExMrsSallah;Happy #Brexit you awesome Dudes!! https://t.co/X8FgQBBC2k;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";tinsel town USA;;;727.754.795.700.896.000,00;Jeune;0;Hunt him down, strip him and bring him to my tent. He'll thank you.;;http://pbs.twimg.com/profile_images/844651786271109120/budzqu_r_normal.jpg;;;en;22.610;1.529;1.599;10.299;13;4-5-2016, 07:00:39;Brexit;0;0,323;0,677;0,855;euphoric language
847.138.240.964.563.000,00;1.490.808.470;29-3-2017, 17:27:50;T_Bieliauskas;Congratulations to Great Britain for #brexit !;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Lithuania;;;1.555.567.249;Tomas Bieliauskas;0;Official Twitter. Micronationalist, Ambasador of the Popular Union of Occitania to Lithuania, Governor of the Kraï of Novolitova #Micronation;https://micronations.wiki/wiki/Tomas_Bieliauskas;http://pbs.twimg.com/profile_images/830436293603684352/KrZ3yFJ8_normal.jpg;10.800;Vilnius;en;30;41;151;90;1;29-6-2013, 12:16:01;brexit;0;0,325;0,675;0,8516;euphoric language
847.138.240.964.563.000,00;1.490.808.470;29-3-2017, 17:27:50;T_Bieliauskas;Congratulations to Great Britain for #brexit !;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Lithuania;;;1.555.567.249;Tomas Bieliauskas;0;Official Twitter. Micronationalist, Ambasador of the Popular Union of Occitania to Lithuania, Governor of the Kraï of Novolitova #Micronation;https://micronations.wiki/wiki/Tomas_Bieliauskas;http://pbs.twimg.com/profile_images/830436293603684352/KrZ3yFJ8_normal.jpg;10.800;Vilnius;en;30;41;151;90;1;29-6-2013, 12:16:01;brexit;0;0,325;0,675;0,8516;euphoric language
847.142.885.837.492.000,00;1.490.809.577;29-3-2017, 17:46:17;JeniferJS;Yay! #brexitday https://t.co/PJAW1SUBKT;low;0;0;0;0;und;;;847.047.792.153.506.000,00;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Washington DC;;;48.781.212;JeniferJS;0;interested in the usual absurdities of life;;http://pbs.twimg.com/profile_images/753047763668066304/pfkVmkpn_normal.jpg;-14.400;Eastern Time (US & Canada);en;21.327;2.509;2.695;5.571;101;19-6-2009, 18:14:27;brexitday;0;0,351;0,649;0,5707;euphoric language
847.142.885.837.492.000,00;1.490.809.577;29-3-2017, 17:46:17;JeniferJS;Yay! #brexitday https://t.co/PJAW1SUBKT;low;0;0;0;0;und;;;847.047.792.153.506.000,00;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Washington DC;;;48.781.212;JeniferJS;0;interested in the usual absurdities of life;;http://pbs.twimg.com/profile_images/753047763668066304/pfkVmkpn_normal.jpg;-14.400;Eastern Time (US & Canada);en;21.327;2.509;2.695;5.571;101;19-6-2009, 18:14:27;brexitday;0;0,351;0,649;0,5707;euphoric language
847.148.764.389.241.000,00;1.490.810.979;29-3-2017, 18:09:39;SGL26;@BBCTheArchers writers desperately trying to avoid #brexit complaints 😂;low;;0;0;0;en;BBCTheArchers;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";London;;;19.247.231;Rebecca  Rykalski;0;Legal Eagle from the Tottenham badlands;;http://pbs.twimg.com/profile_images/744955447916933120/IaZtQYyZ_normal.jpg;-36.000;Hawaii;en;6.734;380;488;984;17;20-1-2009, 17:49:50;brexit;0,6;0,4;0;-0,7579;euphoric language
847.152.865.013.514.000,00;1.490.811.957;29-3-2017, 18:25:57;katmouts;Happy #Brexit day loves. Brilliant.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Athens - Los Angeles;;;28.157.351;Katerina Moutsatsos;1;Filmmaking. Video making. Politics. Democracy. Freedom http://underground.net Snapchat: katmouts;http://katerinam.com;http://pbs.twimg.com/profile_images/745562218201223168/16rC_fnu_normal.jpg;-25.200;Pacific Time (US & Canada);en;6.663;20.036;1.450;937;167;1-4-2009, 18:07:38;Brexit;0;0,152;0,848;0,9042;euphoric language
847.152.865.013.514.000,00;1.490.811.957;29-3-2017, 18:25:57;katmouts;Happy #Brexit day loves. Brilliant.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Athens - Los Angeles;;;28.157.351;Katerina Moutsatsos;1;Filmmaking. Video making. Politics. Democracy. Freedom http://underground.net Snapchat: katmouts;http://katerinam.com;http://pbs.twimg.com/profile_images/745562218201223168/16rC_fnu_normal.jpg;-25.200;Pacific Time (US & Canada);en;6.663;20.036;1.450;937;167;1-4-2009, 18:07:38;Brexit;0;0,152;0,848;0,9042;euphoric language
847.154.462.795.948.000,00;1.490.812.337;29-3-2017, 18:32:17;hkane782;hahaha LOL #brexit https://t.co/eHsgYrxCbS;low;0;0;0;0;tl;;;847.038.706.456.445.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Surrey;;;847.148.347.085.537.000,00;Tom Mitchell;0;;;http://pbs.twimg.com/profile_images/847149812965425169/_NKXgCj__normal.jpg;;;en;8;118;172;9;0;29-3-2017, 18:08:00;brexit;0;0,219;0,781;0,7983;euphoric language
847.154.462.795.948.000,00;1.490.812.337;29-3-2017, 18:32:17;hkane782;hahaha LOL #brexit https://t.co/eHsgYrxCbS;low;0;0;0;0;tl;;;847.038.706.456.445.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Surrey;;;847.148.347.085.537.000,00;Tom Mitchell;0;;;http://pbs.twimg.com/profile_images/847149812965425169/_NKXgCj__normal.jpg;;;en;8;118;172;9;0;29-3-2017, 18:08:00;brexit;0;0,219;0,781;0,7983;euphoric language
847.155.470.263.603.000,00;1.490.812.578;29-3-2017, 18:36:18;AdrogersNY;#TriggerWarning  #Brexit = Winning!;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Manhattan, NY;;;821.082.967.921.541.000,00;Alec Rogers;0;I am a filmmaker, a deep thinker, a Mets Fan, a New Yorker, a deist, a libertarian, and a artful guy.;https://www.youtube.com/user/AlecRogersProduction/featured;http://pbs.twimg.com/profile_images/821093132767002624/p6gvsbMH_normal.jpg;;;en;202;27;292;69;0;16-1-2017, 19:53:29;"TriggerWarning; Brexit";0;0,351;0,649;0,5707;euphoric language
847.155.470.263.603.000,00;1.490.812.578;29-3-2017, 18:36:18;AdrogersNY;#TriggerWarning  #Brexit = Winning!;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";Manhattan, NY;;;821.082.967.921.541.000,00;Alec Rogers;0;I am a filmmaker, a deep thinker, a Mets Fan, a New Yorker, a deist, a libertarian, and a artful guy.;https://www.youtube.com/user/AlecRogersProduction/featured;http://pbs.twimg.com/profile_images/821093132767002624/p6gvsbMH_normal.jpg;;;en;202;27;292;69;0;16-1-2017, 19:53:29;"TriggerWarning; Brexit";0;0,351;0,649;0,5707;euphoric language
847.155.633.161.953.000,00;1.490.812.616;29-3-2017, 18:36:56;BuffyLibSlayer;I adore @Nigel_Farage & I love to see him so happy #brexit #trumpeffect  💋💋💋💋Love Nigel!!!! Best wishes!!! https://t.co/qZIrKX2bcs;low;0;0;0;0;en;;;847.102.374.749.590.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";The Earth;;;1.367.375.630;BuffyLiberalSlayer;0;"If are offended by MY opinion, move on. I don't need your lecture, or you to ""educate me"" on why your opinion is better. I am not going to change. #POTUS";;http://pbs.twimg.com/profile_images/830665532097519616/6QmVzFZi_normal.jpg;-14.400;Eastern Time (US & Canada);en;3.404;1.021;1.892;3.129;1;20-4-2013, 15:55:16;"brexit; trumpeffect";0;0,339;0,661;0,9662;euphoric language
847.155.633.161.953.000,00;1.490.812.616;29-3-2017, 18:36:56;BuffyLibSlayer;I adore @Nigel_Farage & I love to see him so happy #brexit #trumpeffect  💋💋💋💋Love Nigel!!!! Best wishes!!! https://t.co/qZIrKX2bcs;low;0;0;0;0;en;;;847.102.374.749.590.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";The Earth;;;1.367.375.630;BuffyLiberalSlayer;0;"If are offended by MY opinion, move on. I don't need your lecture, or you to ""educate me"" on why your opinion is better. I am not going to change. #POTUS";;http://pbs.twimg.com/profile_images/830665532097519616/6QmVzFZi_normal.jpg;-14.400;Eastern Time (US & Canada);en;3.404;1.021;1.892;3.129;1;20-4-2013, 15:55:16;"brexit; trumpeffect";0;0,339;0,661;0,9662;euphoric language
847.158.137.463.493.000,00;1.490.813.214;29-3-2017, 18:46:54;RocketMan1921;Feeling like a free spirit today #Brexit;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;828.260.399.468.446.000,00;Root;0;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png;;;en;333;4;50;36;0;5-2-2017, 15:14:02;Brexit;0;0,182;0,818;0,7906;euphoric language
847.158.137.463.493.000,00;1.490.813.214;29-3-2017, 18:46:54;RocketMan1921;Feeling like a free spirit today #Brexit;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";;;;828.260.399.468.446.000,00;Root;0;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png;;;en;333;4;50;36;0;5-2-2017, 15:14:02;Brexit;0;0,182;0,818;0,7906;euphoric language
847.159.672.104.784.000,00;1.490.813.579;29-3-2017, 18:52:59;fenech7;This killed me 😂✋🏼🇬🇧#HappyBrexitDay https://t.co/f0TDrgx780;low;0;0;0;0;en;;;846.996.425.854.595.000,00;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Brighton;;;349.759.712;Fenech;0;English/Maltese. Love all things, sales, football, politics and full time overreaction specialist.;;http://pbs.twimg.com/profile_images/845725351087132672/_RAfIycH_normal.jpg;-25.200;Pacific Time (US & Canada);en;15.654;500;2.202;4.978;4;6-8-2011, 17:03:02;HappyBrexitDay;0,529;0,471;0;-0,6705;euphoric language
847.161.080.132.489.000,00;1.490.813.915;29-3-2017, 18:58:35;h_suh01;Happy #brexit day.;low;;0;0;0;en;;;;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";Kenmore, WA;;;140.024.138;Hyun Suh;0;;;http://pbs.twimg.com/profile_images/1177579562/me_normal.jpg;;;en;1.521;23;65;189;0;4-5-2010, 10:24:02;brexit;0;0,351;0,649;0,5719;euphoric language
847.161.080.132.489.000,00;1.490.813.915;29-3-2017, 18:58:35;h_suh01;Happy #brexit day.;low;;0;0;0;en;;;;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";Kenmore, WA;;;140.024.138;Hyun Suh;0;;;http://pbs.twimg.com/profile_images/1177579562/me_normal.jpg;;;en;1.521;23;65;189;0;4-5-2010, 10:24:02;brexit;0;0,351;0,649;0,5719;euphoric language
847.161.460.887.310.000,00;1.490.814.006;29-3-2017, 19:00:06;Scottlvl73;Happy #Brexit my British friends.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;21.113.379;Scott Buckles;0;When you tear out a man's tongue, you aren't proving him a liar, only that you fear what he might say.;;http://pbs.twimg.com/profile_images/2006453532/CKCcywOF_normal;;;en;744;86;263;201;3;17-2-2009, 18:17:41;Brexit;0;0,306;0,694;0,7783;euphoric language
847.161.460.887.310.000,00;1.490.814.006;29-3-2017, 19:00:06;Scottlvl73;Happy #Brexit my British friends.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";;;;21.113.379;Scott Buckles;0;When you tear out a man's tongue, you aren't proving him a liar, only that you fear what he might say.;;http://pbs.twimg.com/profile_images/2006453532/CKCcywOF_normal;;;en;744;86;263;201;3;17-2-2009, 18:17:41;Brexit;0;0,306;0,694;0,7783;euphoric language
847.161.496.119.464.000,00;1.490.814.014;29-3-2017, 19:00:14;Barbara_PriceSC;His amazing grace. #brexit #Article50;low;;0;0;0;en;;;;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";Wales;;;855.287.012;Barbara Clare;0;Just passing through this crazy place. Speaking up for those who cannot speak for themselves.;;http://pbs.twimg.com/profile_images/833109305436098560/YfqHMbKS_normal.jpg;7.200;Amsterdam;en;741;62;331;1.047;6;30-9-2012, 20:09:32;"brexit; Article50";0;0,312;0,688;0,765;euphoric language
847.161.496.119.464.000,00;1.490.814.014;29-3-2017, 19:00:14;Barbara_PriceSC;His amazing grace. #brexit #Article50;low;;0;0;0;en;;;;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";Wales;;;855.287.012;Barbara Clare;0;Just passing through this crazy place. Speaking up for those who cannot speak for themselves.;;http://pbs.twimg.com/profile_images/833109305436098560/YfqHMbKS_normal.jpg;7.200;Amsterdam;en;741;62;331;1.047;6;30-9-2012, 20:09:32;"brexit; Article50";0;0,312;0,688;0,765;euphoric language
847.165.175.077.724.000,00;1.490.814.891;29-3-2017, 19:14:51;mrgregorallan;#Brexit is brilliant.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";United Kingdom;;;276.420.664;Gregor;0;• Scottish • Intelligent • Handsome • Modest • Shy;https://youtu.be/Ntj4c104Hc0;http://pbs.twimg.com/profile_images/846100372187987968/G4a4Puu8_normal.jpg;7.200;Amsterdam;en;23.775;823;2.136;7.542;26;3-4-2011, 09:47:04;Brexit;0;0,345;0,655;0,5859;euphoric language
847.165.175.077.724.000,00;1.490.814.891;29-3-2017, 19:14:51;mrgregorallan;#Brexit is brilliant.;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";United Kingdom;;;276.420.664;Gregor;0;• Scottish • Intelligent • Handsome • Modest • Shy;https://youtu.be/Ntj4c104Hc0;http://pbs.twimg.com/profile_images/846100372187987968/G4a4Puu8_normal.jpg;7.200;Amsterdam;en;23.775;823;2.136;7.542;26;3-4-2011, 09:47:04;Brexit;0;0,345;0,655;0,5859;euphoric language
847.165.299.174.625.000,00;1.490.814.921;29-3-2017, 19:15:21;theking031026;RT @trumpwrongworld: Happy #Brexitday! Great day for freedom loving people! #Brexit https://t.co/U2HyzFbd7G;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Gamerville;;;785.863.996.758.979.000,00;Theking0310;0;Ruling my kingdom Play both XB1 and PS4 ...A YouTube critic...;;http://pbs.twimg.com/profile_images/788451255010066432/Dr66AUtC_normal.jpg;;;en;2.404;66;81;20;8;11-10-2016, 15:25:52;"Brexitday; Brexit";0;0,327;0,673;0,9551;euphoric language
847.165.299.174.625.000,00;1.490.814.921;29-3-2017, 19:15:21;theking031026;RT @trumpwrongworld: Happy #Brexitday! Great day for freedom loving people! #Brexit https://t.co/U2HyzFbd7G;low;0;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Gamerville;;;785.863.996.758.979.000,00;Theking0310;0;Ruling my kingdom Play both XB1 and PS4 ...A YouTube critic...;;http://pbs.twimg.com/profile_images/788451255010066432/Dr66AUtC_normal.jpg;;;en;2.404;66;81;20;8;11-10-2016, 15:25:52;"Brexitday; Brexit";0;0,327;0,673;0,9551;euphoric language
847.170.919.764.255.000,00;1.490.816.261;29-3-2017, 19:37:41;AlhagieJobarte1;#Brexit, best wishes #Love & God bless u all;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";World;;;720.796.735.644.254.000,00;Al Jobz;0;Fun, caring, kind & ambition over everything #Humanitarian supporter;;http://pbs.twimg.com/profile_images/757737515713499136/3osh0_2k_normal.jpg;;;en;178;69;207;496;2;15-4-2016, 02:11:48;"Brexit; Love";0;0,219;0,781;0,8658;euphoric language
847.170.919.764.255.000,00;1.490.816.261;29-3-2017, 19:37:41;AlhagieJobarte1;#Brexit, best wishes #Love & God bless u all;low;;0;0;0;en;;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";World;;;720.796.735.644.254.000,00;Al Jobz;0;Fun, caring, kind & ambition over everything #Humanitarian supporter;;http://pbs.twimg.com/profile_images/757737515713499136/3osh0_2k_normal.jpg;;;en;178;69;207;496;2;15-4-2016, 02:11:48;"Brexit; Love";0;0,219;0,781;0,8658;euphoric language
847.173.481.305.428.000,00;1.490.816.872;29-3-2017, 19:47:52;HughSykes;#Brexit Brilliance: https://t.co/QaBttyB5Uv;low;0;0;0;0;en;;;847.025.797.554.614.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;14.879.800;HughSykes;0;BBC correspondent & presenter since 1974.  Views my own, tweets sometimes contrarian. RTs for info & interest,  Image: Near Muzaffarabad, Kashmir.;;http://pbs.twimg.com/profile_images/2211166422/TWEETY_normal.JPG;0;UTC;en;37.686;4.575;954;2.925;248;23-5-2008, 10:00:05;Brexit;0;0,339;0,661;0,5994;euphoric language
847.173.481.305.428.000,00;1.490.816.872;29-3-2017, 19:47:52;HughSykes;#Brexit Brilliance: https://t.co/QaBttyB5Uv;low;0;0;0;0;en;;;847.025.797.554.614.000,00;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;14.879.800;HughSykes;0;BBC correspondent & presenter since 1974.  Views my own, tweets sometimes contrarian. RTs for info & interest,  Image: Near Muzaffarabad, Kashmir.;;http://pbs.twimg.com/profile_images/2211166422/TWEETY_normal.JPG;0;UTC;en;37.686;4.575;954;2.925;248;23-5-2008, 10:00:05;Brexit;0;0,339;0,661;0,5994;euphoric language
847.174.424.377.922.000,00;1.490.817.097;29-3-2017, 19:51:37;Pantupino;Happy #Brexit day!;low;;0;0;0;en;;;;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";World Meme Database;;;104.743.153;DEPLORABLE Pantupino;0;I don't give a shit if I broke your fee fees with my tweets. Suck it up and grow up. #PresidentTrump;;http://pbs.twimg.com/profile_images/816477159308939264/3SRdO4VF_normal.jpg;-10.800;Buenos Aires;en;23.793;518;278;9.859;24;14-1-2010, 07:29:12;Brexit;0;0,334;0,666;0,6114;euphoric language
847.174.424.377.922.000,00;1.490.817.097;29-3-2017, 19:51:37;Pantupino;Happy #Brexit day!;low;;0;0;0;en;;;;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";World Meme Database;;;104.743.153;DEPLORABLE Pantupino;0;I don't give a shit if I broke your fee fees with my tweets. Suck it up and grow up. #PresidentTrump;;http://pbs.twimg.com/profile_images/816477159308939264/3SRdO4VF_normal.jpg;-10.800;Buenos Aires;en;23.793;518;278;9.859;24;14-1-2010, 07:29:12;Brexit;0;0,334;0,666;0,6114;euphoric language
847.175.310.432.915.000,00;1.490.817.308;29-3-2017, 19:55:08;blogie;Happy #BREXIT Day!;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;2.077.641;Blogie;0;A denizen of this planet.;;http://pbs.twimg.com/profile_images/633368712028925952/5F179DNL_normal.jpg;28.800;Taipei;en;12.974;1.565;233;235;93;24-3-2007, 03:28:55;BREXIT;0;0,334;0,666;0,6114;euphoric language
847.175.310.432.915.000,00;1.490.817.308;29-3-2017, 19:55:08;blogie;Happy #BREXIT Day!;low;;0;0;0;en;;;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";;;;2.077.641;Blogie;0;A denizen of this planet.;;http://pbs.twimg.com/profile_images/633368712028925952/5F179DNL_normal.jpg;28.800;Taipei;en;12.974;1.565;233;235;93;24-3-2007, 03:28:55;BREXIT;0;0,334;0,666;0,6114;euphoric language
847.176.478.265.442.000,00;1.490.817.586;29-3-2017, 19:59:46;SteersMann;@sheilafla345 Yea team #brexit!! Congrats, best wishes! 🇬🇧🇬🇧🇬🇧🇨🇦🥇🍸🍷🍻🇬🇧😀;low;;0;0;0;en;sheilafla345;846.955.858.848.305.000,00;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";BC, Canada;;;1.461.022.464;Steers Mann;0;"Retired electronics technologist; proponent of cybernetics: http://tinyurl.com/avk47  And of Wiener's Human Use of Human Beings: http://tinyurl.com/q4o4qh5";;http://pbs.twimg.com/profile_images/3716251096/4292dab52f12d17afa8a5987e36d9a34_normal.jpeg;-25.200;Pacific Time (US & Canada);en;20.935;735;670;39.518;21;27-5-2013, 01:51:30;brexit;0;0,332;0,668;0,8772;euphoric language
